rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
18,top-100-stars,gitignore,133473,74961,,https://github.com/github/gitignore,github,0,2022-05-25T08:22:39Z,A collection of useful .gitignore templates
19,top-100-stars,linux,132216,43090,C,https://github.com/torvalds/linux,torvalds,0,2022-05-26T02:57:03Z,Linux kernel source tree
20,top-100-stars,vscode,132085,22430,TypeScript,https://github.com/microsoft/vscode,microsoft,6228,2022-05-26T02:09:23Z,Visual Studio Code
21,top-100-stars,javascript,123417,23691,JavaScript,https://github.com/airbnb/javascript,airbnb,87,2022-05-24T16:08:24Z,JavaScript Style Guide
22,top-100-stars,JavaGuide,121680,41280,Java,https://github.com/Snailclimb/JavaGuide,Snailclimb,66,2022-05-25T14:23:14Z,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！
23,top-100-stars,Python-100-Days,119263,45673,Python,https://github.com/jackfrued/Python-100-Days,jackfrued,466,2022-04-24T01:41:14Z,Python - 100天从新手到大师
24,top-100-stars,computer-science,114063,15607,,https://github.com/ossu/computer-science,ossu,9,2022-05-20T12:17:20Z,:mortar_board: Path to a free self-taught education in Computer Science!
25,top-100-stars,youtube-dl,110257,7784,Python,https://github.com/ytdl-org/youtube-dl,ytdl-org,3863,2022-05-24T14:45:43Z,Command-line program to download videos from YouTube.com and other video sites
26,top-100-stars,the-art-of-command-line,106351,11373,,https://github.com/jlevy/the-art-of-command-line,jlevy,114,2022-05-09T00:59:18Z,"Master the command line, in one page"
27,top-100-stars,react-native,102871,22122,JavaScript,https://github.com/facebook/react-native,facebook,1931,2022-05-26T02:38:28Z,A framework for building native applications using React
28,top-100-stars,electron,101822,13540,C++,https://github.com/electron/electron,electron,1528,2022-05-26T01:24:16Z,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS"
29,top-100-stars,d3,101354,23098,JavaScript,https://github.com/d3/d3,d3,3,2022-05-19T19:36:31Z,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:"
30,top-100-stars,axios,93574,9526,JavaScript,https://github.com/axios/axios,axios,245,2022-05-26T00:10:57Z,Promise based HTTP client for the browser and node.js
31,top-100-stars,free-programming-books-zh_CN,92941,26145,,https://github.com/justjavac/free-programming-books-zh_CN,justjavac,0,2022-04-06T12:17:28Z,:books: 免费的计算机编程类中文书籍，欢迎投稿
32,top-100-stars,kubernetes,88706,32524,Go,https://github.com/kubernetes/kubernetes,kubernetes,1654,2022-05-26T02:35:33Z,Production-Grade Container Scheduling and Management
33,top-100-stars,node,87836,23519,JavaScript,https://github.com/nodejs/node,nodejs,1250,2022-05-25T23:56:33Z,Node.js JavaScript runtime :sparkles::turtle::rocket::sparkles:
34,top-100-stars,next.js,87146,18486,JavaScript,https://github.com/vercel/next.js,vercel,991,2022-05-26T02:50:32Z,The React Framework
35,top-100-stars,terminal,83266,7379,C++,https://github.com/microsoft/terminal,microsoft,1445,2022-05-25T20:05:05Z,"The new Windows Terminal and the original Windows console host, all in the same place!"
36,top-100-stars,three.js,82228,31832,JavaScript,https://github.com/mrdoob/three.js,mrdoob,346,2022-05-25T16:13:54Z,JavaScript 3D Library.
37,top-100-stars,angular,81536,21514,TypeScript,https://github.com/angular/angular,angular,1289,2022-05-26T02:07:28Z,The modern web developer’s platform
38,top-100-stars,awesome-go,81119,9878,Go,https://github.com/avelino/awesome-go,avelino,4,2022-05-24T05:09:15Z,"A curated list of awesome Go frameworks, libraries and software"
39,top-100-stars,TypeScript,80896,10581,TypeScript,https://github.com/microsoft/TypeScript,microsoft,5319,2022-05-26T02:48:22Z,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.
40,top-100-stars,material-ui,78647,27124,JavaScript,https://github.com/mui/material-ui,mui,1043,2022-05-25T22:51:55Z,"MUI Core (formerly Material-UI) is the React UI library you always wanted. Follow your own design system, or start with Material Design."
41,top-100-stars,puppeteer,78105,8351,TypeScript,https://github.com/puppeteer/puppeteer,puppeteer,1863,2022-05-25T20:38:41Z,Headless Chrome Node.js API
42,top-100-stars,nodebestpractices,77871,8044,JavaScript,https://github.com/goldbergyoni/nodebestpractices,goldbergyoni,14,2022-05-14T22:29:08Z,:white_check_mark:  The Node.js best practices list (May 2022)
43,top-100-stars,vue-element-admin,76296,27805,Vue,https://github.com/PanJiaChen/vue-element-admin,PanJiaChen,1101,2022-05-25T06:16:38Z,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin
44,top-100-stars,java-design-patterns,75085,23344,Java,https://github.com/iluwatar/java-design-patterns,iluwatar,220,2022-05-25T11:26:21Z,Design patterns implemented in Java
45,top-100-stars,animate.css,74629,16151,CSS,https://github.com/animate-css/animate.css,animate-css,19,2022-05-24T19:02:44Z,🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.
46,top-100-stars,models,73690,45831,Python,https://github.com/tensorflow/models,tensorflow,1162,2022-05-26T01:24:34Z,Models and examples built with TensorFlow
47,top-100-stars,PowerToys,73442,4153,C#,https://github.com/microsoft/PowerToys,microsoft,2638,2022-05-25T15:46:55Z,Windows system utilities to maximize productivity
48,top-100-stars,thefuck,71232,3202,Python,https://github.com/nvbn/thefuck,nvbn,201,2022-05-25T02:49:01Z,Magnificent app which corrects your previous console command.
49,top-100-stars,storybook,71166,7356,TypeScript,https://github.com/storybookjs/storybook,storybookjs,1757,2022-05-25T20:28:03Z,"📓 The UI component explorer. Develop, document, & test React, Vue, Angular, Web Components, Ember, Svelte & more!"
50,top-100-stars,tech-interview-handbook,70578,9724,JavaScript,https://github.com/yangshun/tech-interview-handbook,yangshun,10,2022-05-18T03:06:29Z,💯 Curated interview preparation materials for busy engineers
51,top-100-stars,LeetCodeAnimation,70288,13512,Java,https://github.com/MisterBooo/LeetCodeAnimation,MisterBooo,13,2022-03-06T09:10:42Z,Demonstrate all the questions on LeetCode in the form of animation.（用动画的形式呈现解LeetCode题目的思路）
52,top-100-stars,laravel,69744,22606,PHP,https://github.com/laravel/laravel,laravel,0,2022-05-25T15:52:03Z,"Laravel is a web application framework with expressive, elegant syntax. We’ve already laid the foundation for your next big idea — freeing you to create without sweating the small things."
53,top-100-stars,Font-Awesome,69381,12041,JavaScript,https://github.com/FortAwesome/Font-Awesome,FortAwesome,5236,2022-05-20T17:43:13Z,"The iconic SVG, font, and CSS toolkit"
54,top-100-stars,the-book-of-secret-knowledge,68654,6020,,https://github.com/trimstray/the-book-of-secret-knowledge,trimstray,0,2022-04-29T15:28:53Z,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more."
55,top-100-stars,project-based-learning,68100,10223,,https://github.com/practical-tutorials/project-based-learning,practical-tutorials,13,2022-05-23T09:57:22Z,Curated list of project-based tutorials
56,top-100-stars,rust,66907,9250,Rust,https://github.com/rust-lang/rust,rust-lang,8069,2022-05-26T02:17:02Z,Empowering everyone to build reliable and efficient software.
57,top-100-stars,realworld,65887,6102,Shell,https://github.com/gothinkster/realworld,gothinkster,49,2022-05-22T16:58:57Z,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more 🏅"
58,top-100-stars,scrcpy,65510,7050,C,https://github.com/Genymobile/scrcpy,Genymobile,1004,2022-05-24T22:04:15Z,Display and control your Android device
59,top-100-stars,bitcoin,64317,32449,C++,https://github.com/bitcoin/bitcoin,bitcoin,588,2022-05-26T00:24:35Z,Bitcoin Core integration/staging tree
60,top-100-stars,django,64261,27160,Python,https://github.com/django/django,django,0,2022-05-25T23:04:42Z,The Web framework for perfectionists with deadlines.
1,top-100-forks,datasharing,6087,241085,,https://github.com/jtleek/datasharing,jtleek,287,2022-05-18T04:05:05Z,The Leek group guide to data sharing 
2,top-100-forks,ProgrammingAssignment2,735,140721,R,https://github.com/rdpeng/ProgrammingAssignment2,rdpeng,180,2022-05-20T11:37:34Z,Repository for Programming Assignment 2 for R Programming on Coursera
3,top-100-forks,Spoon-Knife,11054,126870,HTML,https://github.com/octocat/Spoon-Knife,octocat,1432,2022-05-25T22:18:51Z,This repo is for demonstration purposes only.
4,top-100-forks,SmartThingsPublic,2332,89489,Groovy,https://github.com/SmartThingsCommunity/SmartThingsPublic,SmartThingsCommunity,58,2022-05-25T16:01:01Z,SmartThings open-source DeviceTypeHandlers and SmartApps code
5,top-100-forks,tensorflow,165206,86805,C++,https://github.com/tensorflow/tensorflow,tensorflow,2196,2022-05-26T02:44:24Z,An Open Source Machine Learning Framework for Everyone
6,top-100-forks,MagiskOnWSA,13609,80604,,https://github.com/LSPosed/MagiskOnWSA,LSPosed,1,2022-05-25T15:07:15Z,Integrate Magisk root and Google Apps (OpenGApps) into WSA (Windows Subsystem for Android)
7,top-100-forks,bootstrap,157501,76718,JavaScript,https://github.com/twbs/bootstrap,twbs,230,2022-05-25T20:55:53Z,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web."
8,top-100-forks,gitignore,133473,74961,,https://github.com/github/gitignore,github,0,2022-05-25T08:22:39Z,A collection of useful .gitignore templates
9,top-100-forks,Complete-Python-3-Bootcamp,20355,69754,Jupyter Notebook,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp,Pierian-Data,71,2022-05-17T15:43:46Z,Course Files for Complete Python 3 Bootcamp Course on Udemy
10,top-100-forks,cgm-remote-monitor,1826,64455,JavaScript,https://github.com/nightscout/cgm-remote-monitor,nightscout,122,2022-05-25T19:21:52Z,nightscout web monitor
11,top-100-forks,coding-interview-university,220627,59776,,https://github.com/jwasham/coding-interview-university,jwasham,38,2022-05-24T18:11:07Z,A complete computer science study plan to become a software engineer.
12,top-100-forks,ExData_Plotting1,220,56342,,https://github.com/rdpeng/ExData_Plotting1,rdpeng,75,2022-04-14T20:16:55Z,Plotting Assignment 1 for Exploratory Data Analysis
13,top-100-forks,docs,10049,53715,JavaScript,https://github.com/github/docs,github,117,2022-05-26T02:44:59Z,The open-source repo for docs.github.com
14,top-100-forks,opencv,61794,51541,C++,https://github.com/opencv/opencv,opencv,2040,2022-05-25T16:48:38Z,Open Source Computer Vision Library
15,top-100-forks,tutorials,30622,48987,Java,https://github.com/eugenp/tutorials,eugenp,40,2022-05-25T20:23:28Z,"Just Announced - ""Learn Spring Security OAuth"": "
16,top-100-forks,free-programming-books,233765,48930,,https://github.com/EbookFoundation/free-programming-books,EbookFoundation,30,2022-05-25T10:46:44Z,:books: Freely available programming books
17,top-100-forks,CS-Notes,151312,47866,,https://github.com/CyC2018/CS-Notes,CyC2018,107,2022-05-12T05:35:10Z,:books: 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计
18,top-100-forks,models,73690,45831,Python,https://github.com/tensorflow/models,tensorflow,1162,2022-05-26T01:24:34Z,Models and examples built with TensorFlow
19,top-100-forks,Python-100-Days,119263,45673,Python,https://github.com/jackfrued/Python-100-Days,jackfrued,466,2022-04-24T01:41:14Z,Python - 100天从新手到大师
20,top-100-forks,first-contributions,23389,44845,,https://github.com/firstcontributions/first-contributions,firstcontributions,38,2022-05-26T02:43:29Z,🚀✨ Help beginners to contribute to open source projects
21,top-100-forks,linux,132216,43090,C,https://github.com/torvalds/linux,torvalds,0,2022-05-26T02:57:03Z,Linux kernel source tree
22,top-100-forks,JavaGuide,121680,41280,Java,https://github.com/Snailclimb/JavaGuide,Snailclimb,66,2022-05-25T14:23:14Z,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！
23,top-100-forks,react,188450,38818,JavaScript,https://github.com/facebook/react,facebook,678,2022-05-26T00:53:44Z,"A declarative, efficient, and flexible JavaScript library for building user interfaces."
24,top-100-forks,RepData_PeerAssessment1,92,36863,,https://github.com/rdpeng/RepData_PeerAssessment1,rdpeng,6,2022-04-16T07:45:46Z,Peer Assessment 1 for Reproducible Research
25,top-100-forks,spring-boot,61356,36446,Java,https://github.com/spring-projects/spring-boot,spring-projects,532,2022-05-25T21:29:17Z,Spring Boot
26,top-100-forks,patchwork,1032,36200,Rich Text Format,https://github.com/jlord/patchwork,jlord,20,2022-05-26T02:07:03Z,All the Git-it Workshop completers! 
27,top-100-forks,Python,136318,35602,Python,https://github.com/TheAlgorithms/Python,TheAlgorithms,23,2022-05-25T14:08:13Z,All Algorithms implemented in Python
28,top-100-forks,ant-design,80424,34120,TypeScript,https://github.com/ant-design/ant-design,ant-design,782,2022-05-26T01:53:08Z,An enterprise-class UI design language and React UI library
29,top-100-forks,spring-framework,47807,33762,Java,https://github.com/spring-projects/spring-framework,spring-projects,1164,2022-05-25T09:33:11Z,Spring Framework
30,top-100-forks,jekyll-now,7755,33848,CSS,https://github.com/barryclark/jekyll-now,barryclark,137,2022-05-19T17:17:40Z,"Build a Jekyll blog in minutes, without touching the command line."
31,top-100-forks,system-design-primer,181587,33051,Python,https://github.com/donnemartin/system-design-primer,donnemartin,160,2022-05-18T15:10:49Z,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashcards.
32,top-100-forks,kubernetes,88706,32524,Go,https://github.com/kubernetes/kubernetes,kubernetes,1654,2022-05-26T02:35:33Z,Production-Grade Container Scheduling and Management
33,top-100-forks,bitcoin,64317,32449,C++,https://github.com/bitcoin/bitcoin,bitcoin,588,2022-05-26T00:24:35Z,Bitcoin Core integration/staging tree
34,top-100-forks,vue,196192,32184,TypeScript,https://github.com/vuejs/vue,vuejs,327,2022-05-25T18:42:58Z,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web."
35,top-100-forks,three.js,82228,31832,JavaScript,https://github.com/mrdoob/three.js,mrdoob,346,2022-05-25T16:13:54Z,JavaScript 3D Library.
36,top-100-forks,courses,3889,31469,HTML,https://github.com/DataScienceSpecialization/courses,DataScienceSpecialization,26,2021-03-30T06:51:57Z,Course materials for the Data Science Specialization: https://www.coursera.org/specialization/jhudatascience/1
37,top-100-forks,You-Dont-Know-JS,153917,30377,,https://github.com/getify/You-Dont-Know-JS,getify,83,2022-05-20T02:03:34Z,A book series on JavaScript. @YDKJS on twitter.
38,top-100-forks,freeCodeCamp,346440,28672,TypeScript,https://github.com/freeCodeCamp/freeCodeCamp,freeCodeCamp,131,2022-05-25T20:50:45Z,freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.
39,top-100-forks,angular.js,59449,28345,JavaScript,https://github.com/angular/angular.js,angular,391,2022-04-12T15:57:22Z,AngularJS - HTML enhanced for web apps!
40,top-100-forks,developer-roadmap,195442,28120,TypeScript,https://github.com/kamranahmedse/developer-roadmap,kamranahmedse,106,2022-05-25T12:22:55Z,Roadmap to becoming a developer in 2022
41,top-100-forks,vue-element-admin,76296,27805,Vue,https://github.com/PanJiaChen/vue-element-admin,PanJiaChen,1101,2022-05-25T06:16:38Z,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin
42,top-100-forks,DefinitelyTyped,39231,27291,TypeScript,https://github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,584,2022-05-26T00:00:16Z,The repository for high quality TypeScript type definitions.
43,top-100-forks,django,64261,27160,Python,https://github.com/django/django,django,0,2022-05-25T23:04:42Z,The Web framework for perfectionists with deadlines.
44,top-100-forks,material-ui,78647,27124,JavaScript,https://github.com/mui/material-ui,mui,1043,2022-05-25T22:51:55Z,"MUI Core (formerly Material-UI) is the React UI library you always wanted. Follow your own design system, or start with Material Design."
45,top-100-forks,DO180-apps,182,29571,JavaScript,https://github.com/RedHatTraining/DO180-apps,RedHatTraining,0,2022-05-25T10:02:22Z,DO180 Repository for Sample Applications
46,top-100-forks,qmk_firmware,12359,26343,C,https://github.com/qmk/qmk_firmware,qmk,483,2022-05-26T02:50:30Z,Open-source keyboard firmware for Atmel AVR and Arm USB families
47,top-100-forks,free-programming-books-zh_CN,92941,26145,,https://github.com/justjavac/free-programming-books-zh_CN,justjavac,0,2022-04-06T12:17:28Z,:books: 免费的计算机编程类中文书籍，欢迎投稿
48,top-100-forks,it-cert-automation-practice,503,26007,Python,https://github.com/google/it-cert-automation-practice,google,50,2022-05-26T02:30:21Z,Google IT Automation with Python Professional Certificate - Practice files
49,top-100-forks,spark,32946,25643,Scala,https://github.com/apache/spark,apache,0,2022-05-26T02:55:22Z,Apache Spark - A unified analytics engine for large-scale data processing
50,top-100-forks,dubbo,37303,24980,Java,https://github.com/apache/dubbo,apache,376,2022-05-26T02:11:25Z,"Apache Dubbo is a high-performance, java based, open source RPC framework."
51,top-100-forks,mall,58460,24780,Java,https://github.com/macrozheng/mall,macrozheng,24,2022-05-23T08:18:58Z,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于SpringBoot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。
52,top-100-forks,create-react-app,95179,24596,JavaScript,https://github.com/facebook/create-react-app,facebook,1328,2022-05-25T10:48:54Z,Set up a modern web app by running one command.
53,top-100-forks,AspNetCore.Docs,10476,24280,C#,https://github.com/dotnet/AspNetCore.Docs,dotnet,510,2022-05-26T02:20:03Z,Documentation for ASP.NET Core
54,top-100-forks,ohmyzsh,145522,24067,Shell,https://github.com/ohmyzsh/ohmyzsh,ohmyzsh,204,2022-05-25T19:33:46Z,"🙃   A delightful community-driven (with 2,000+ contributors) framework for managing your zsh configuration. Includes 300+ optional plugins (rails, git, macOS, hub, docker, homebrew, node, php, python, etc), 140+ themes to spice up your morning, and an auto-update tool so that makes it easy to keep up with the latest updates from the community."
55,top-100-forks,JavaScript30,19700,24059,HTML,https://github.com/wesbos/JavaScript30,wesbos,0,2022-05-11T14:03:28Z,30 Day Vanilla JS Challenge
56,top-100-forks,javascript,123417,23691,JavaScript,https://github.com/airbnb/javascript,airbnb,87,2022-05-24T16:08:24Z,JavaScript Style Guide
57,top-100-forks,Curso.Prep.Henry,862,23738,JavaScript,https://github.com/atralice/Curso.Prep.Henry,atralice,0,2022-05-18T00:58:55Z,Curso de Preparación para Ingresar a Henry.
58,top-100-forks,git,42220,23546,C,https://github.com/git/git,git,0,2022-05-25T22:58:06Z,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.
59,top-100-forks,node,87836,23519,JavaScript,https://github.com/nodejs/node,nodejs,1250,2022-05-25T23:56:33Z,Node.js JavaScript runtime :sparkles::turtle::rocket::sparkles:
60,top-100-forks,awesome,202627,23501,,https://github.com/sindresorhus/awesome,sindresorhus,21,2022-05-25T07:53:34Z,😎 Awesome lists about all kinds of interesting topics
1,ActionScript,open-source-flash,7377,138,ActionScript,https://github.com/open-source-flash/open-source-flash,open-source-flash,26,2021-02-24T08:44:01Z,Petition to open source Flash and Shockwave spec
2,ActionScript,VVVVVV,6415,512,ActionScript,https://github.com/TerryCavanagh/VVVVVV,TerryCavanagh,15,2022-05-23T21:36:59Z,The source code to VVVVVV! http://thelettervsixtim.es/
3,ActionScript,Starling-Framework,2492,839,ActionScript,https://github.com/Gamua/Starling-Framework,Gamua,69,2022-05-03T04:02:12Z,The Cross Platform Game Engine
4,ActionScript,webcamjs,2393,1096,ActionScript,https://github.com/jhuckaby/webcamjs,jhuckaby,148,2020-04-22T07:50:12Z,HTML5 Webcam Image Capture Library with Flash Fallback
5,ActionScript,as3corelib,1483,464,ActionScript,https://github.com/mikechambers/as3corelib,mikechambers,104,2015-08-31T21:13:33Z," An ActionScript 3 Library that contains a number of classes and utilities for working with ActionScript? 3. These include classes for MD5 and SHA 1 hashing, Image encoders, and JSON serialization as well as general String, Number and Date APIs."
6,ActionScript,scratch-flash,1320,524,ActionScript,https://github.com/LLK/scratch-flash,LLK,0,2019-02-05T18:30:34Z,Open source version of the Scratch 2.0 project editor.  This is the basis for the online and offline versions of Scratch found on the website.
7,ActionScript,mapgen2,1236,209,ActionScript,https://github.com/amitp/mapgen2,amitp,1,2017-08-24T04:32:19Z,"Map generator for games. Generates island maps with a focus on mountains, rivers, coastlines."
8,ActionScript,flixel,1113,199,ActionScript,https://github.com/AdamAtomic/flixel,AdamAtomic,66,2015-11-05T01:35:36Z,"flixel is a free Actionscript (Flash) library that I distilled from a variety of Flash games that I've worked on over the last couple years, including Gravity Hook, Fathom and Canabalt.  It's primary function is to provide some useful base classes that you can extend to make your own game objects."
9,ActionScript,as3-signals,1055,210,ActionScript,https://github.com/robertpenner/as3-signals,robertpenner,4,2018-10-11T10:29:32Z,"Signals is a new approach for AS3 events, inspired by C# events and signals/slots in Qt. "
10,ActionScript,robotlegs-framework,967,267,ActionScript,https://github.com/robotlegs/robotlegs-framework,robotlegs,13,2020-06-16T09:09:56Z,An ActionScript 3 application framework for Flash and Flex
11,ActionScript,feathersui-starling,925,393,ActionScript,https://github.com/feathersui/feathersui-starling,feathersui,168,2022-04-08T16:07:55Z,User interface components for Starling Framework and Adobe AIR
12,ActionScript,bfxr,855,86,ActionScript,https://github.com/increpare/bfxr,increpare,9,2021-06-17T15:56:58Z,Flash + AIR sound effects generator.   Based on Sfxr.
13,ActionScript,flashls,761,272,ActionScript,https://github.com/mangui/flashls,mangui,168,2018-11-19T15:02:08Z,"HLS Flash Plugin/Player (Chromeless,OSMF,FlowPlayer,mediaelement.js,video.js,Clappr)"
14,ActionScript,malware-samples,671,174,ActionScript,https://github.com/InQuest/malware-samples,InQuest,0,2021-08-23T21:48:41Z,"A collection of malware samples and relevant dissection information, most probably referenced from http://blog.inquest.net"
15,ActionScript,away3d-core-fp11,641,285,ActionScript,https://github.com/away3d/away3d-core-fp11,away3d,101,2017-05-11T02:34:54Z,Away3D engine for Flash Player 11
16,ActionScript,minimalcomps,626,180,ActionScript,https://github.com/minimalcomps/minimalcomps,minimalcomps,12,2021-06-05T02:06:39Z,Minimal ActionScript 3.0 UI Components for Flash
17,ActionScript,juicy-breakout,597,122,ActionScript,https://github.com/grapefrukt/juicy-breakout,grapefrukt,0,2017-03-24T07:51:44Z,
18,ActionScript,Citrus-Engine,547,242,ActionScript,https://github.com/DaVikingCode/Citrus-Engine,DaVikingCode,64,2018-08-20T12:13:13Z,Modern AS3 Game Engine
19,ActionScript,Fanvas,536,195,ActionScript,https://github.com/Tencent/Fanvas,Tencent,0,2019-10-24T03:48:59Z,Fanvas，一键把swf转为html5 canvas动画。 Fanvas is a tool which can turn flash into canvas animation with just one key!
20,ActionScript,as3swf,525,129,ActionScript,https://github.com/claus/as3swf,claus,13,2018-02-21T01:19:53Z,"Low level Actionscript 3 library to parse, create, modify and publish SWF files."
21,ActionScript,emulator,524,241,ActionScript,https://github.com/nesbox/emulator,nesbox,89,2015-08-02T12:15:51Z,"Emulator of NES, Super Nintendo, Sega Mega Drive, GameBoy video consoles"
22,ActionScript,jQuery-webcam,518,283,ActionScript,https://github.com/infusion/jQuery-webcam,infusion,34,2017-10-26T18:02:48Z,A webcam wrapper plugin for jQuery
23,ActionScript,boscaceoil,463,61,ActionScript,https://github.com/TerryCavanagh/boscaceoil,TerryCavanagh,44,2021-08-29T14:38:11Z,A simple music making program
24,ActionScript,Ash,442,94,ActionScript,https://github.com/richardlord/Ash,richardlord,5,2017-04-16T17:52:51Z,An Actionscript 3 entity system framework for game development
25,ActionScript,GreenSock-AS3,405,147,ActionScript,https://github.com/greensock/GreenSock-AS3,greensock,3,2019-05-29T16:49:47Z,"Public repository for GreenSock's ActionScript 3 libraries like GSAP (TweenLite, TweenMax, etc.) and LoaderMax. For AS2, see the GreenSock-AS2 repository and for JavaScript, see the GreenSock-JS repository. Main site: http://www.greensock.com"
26,ActionScript,VirtualCockroach,389,36,ActionScript,https://github.com/FerryYoungFan/VirtualCockroach,FerryYoungFan,21,2019-09-24T09:47:41Z,"一只蟑螂桌面“宠物” Cockroach Desktop ""Pet"""
27,ActionScript,flump,383,69,ActionScript,https://github.com/tconkling/flump,tconkling,34,2020-01-27T18:53:00Z,Exports Flash .FLAs to GPU-friendly formats
