rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
13,CPP,leveldb,31250,6943,C++,https://github.com/google/leveldb,google,175,2022-11-17T11:04:53Z,LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.
14,CPP,phantomjs,29069,5839,C++,https://github.com/ariya/phantomjs,ariya,10,2022-09-14T11:21:03Z,Scriptable Headless Browser
15,CPP,aria2,28203,3137,C++,https://github.com/aria2/aria2,aria2,924,2022-11-17T19:03:02Z,"aria2 is a lightweight multi-protocol & multi-source, cross platform download utility operated in command-line. It supports HTTP/HTTPS, FTP, SFTP, BitTorrent and Metalink."
16,CPP,calculator,26251,4709,C++,https://github.com/microsoft/calculator,microsoft,269,2022-11-15T17:44:50Z,Windows Calculator: A simple yet powerful calculator that ships with Windows
17,CPP,ClickHouse,26153,5301,C++,https://github.com/ClickHouse/ClickHouse,ClickHouse,2379,2022-11-22T01:44:18Z,ClickHouse® is a free analytics DBMS for big data
18,CPP,CPlusPlusThings,25908,6414,C++,https://github.com/Light-City/CPlusPlusThings,Light-City,6,2022-10-28T07:35:14Z,C++那些事
19,CPP,rethinkdb,25774,1873,C++,https://github.com/rethinkdb/rethinkdb,rethinkdb,1339,2022-11-14T18:05:20Z,The open-source database for the realtime web.
20,CPP,cmder,24196,1987,C++,https://github.com/cmderdev/cmder,cmderdev,18,2022-11-20T13:42:51Z,Lovely console emulator package for Windows
21,CPP,rocksdb,24012,5505,C++,https://github.com/facebook/rocksdb,facebook,492,2022-11-22T02:29:46Z,"A library that provides an embeddable, persistent key-value store for fast storage."
22,CPP,xgboost,23490,8512,C++,https://github.com/dmlc/xgboost,dmlc,293,2022-11-22T02:15:22Z,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library,  for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow"
23,CPP,serenity,22991,2446,C++,https://github.com/SerenityOS/serenity,SerenityOS,534,2022-11-22T02:39:36Z,The Serenity Operating System 🐞
24,CPP,mongo,22819,5375,C++,https://github.com/mongodb/mongo,mongodb,0,2022-11-22T02:58:37Z,The MongoDB Database
25,CPP,yuzu,22699,1908,C++,https://github.com/yuzu-emu/yuzu,yuzu-emu,965,2022-11-22T01:09:46Z,Nintendo Switch Emulator
26,CPP,ImHex,22553,1026,C++,https://github.com/WerWolv/ImHex,WerWolv,70,2022-11-21T16:03:42Z,"🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM."
27,CPP,C-Plus-Plus,22371,6006,C++,https://github.com/TheAlgorithms/C-Plus-Plus,TheAlgorithms,45,2022-11-21T21:14:46Z,"Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes."
28,CPP,apollo,21907,8898,C++,https://github.com/ApolloAuto/apollo,ApolloAuto,469,2022-11-18T08:21:10Z,An open autonomous driving platform
29,CPP,taichi,21650,2119,C++,https://github.com/taichi-dev/taichi,taichi-dev,611,2022-11-22T02:51:14Z,Productive & portable high-performance programming in Python.
30,CPP,RedisDesktopManager,21136,3210,C++,https://github.com/RedisInsight/RedisDesktopManager,RedisInsight,37,2022-11-11T22:24:43Z,:wrench: Cross-platform Developer GUI for Redis
31,CPP,DeepSpeech,20578,3614,C++,https://github.com/mozilla/DeepSpeech,mozilla,101,2022-11-06T21:54:10Z,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices ranging from a Raspberry Pi 4 to high power GPU servers."
32,CPP,v8,20487,3761,C++,https://github.com/v8/v8,v8,0,2022-10-27T19:28:20Z,The official mirror of the V8 Git repository
33,CPP,tdesktop,20350,4280,C++,https://github.com/telegramdesktop/tdesktop,telegramdesktop,748,2022-11-21T21:30:17Z,Telegram Desktop messaging app
34,CPP,mxnet,20172,6881,C++,https://github.com/apache/mxnet,apache,1779,2022-11-21T17:08:57Z,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler; for Python, R, Julia, Scala, Go, Javascript and more"
35,CPP,fish-shell,19916,1627,C++,https://github.com/fish-shell/fish-shell,fish-shell,459,2022-11-21T08:27:10Z,The user-friendly command line shell.
36,CPP,osquery,19496,2359,C++,https://github.com/osquery/osquery,osquery,521,2022-11-18T02:08:36Z,"SQL powered operating system instrumentation, monitoring, and analytics."
37,CPP,mediapipe,19461,4096,C++,https://github.com/google/mediapipe,google,404,2022-11-21T23:47:48Z,"Cross-platform, customizable ML solutions for live and streaming media."
38,CPP,flameshot,19427,1224,C++,https://github.com/flameshot-org/flameshot,flameshot-org,335,2022-11-17T12:28:53Z,Powerful yet simple to use screenshot software :desktop_computer: :camera_flash:
39,CPP,modern-cpp-tutorial,19261,2572,C++,https://github.com/changkun/modern-cpp-tutorial,changkun,4,2022-10-02T19:04:37Z,📚 Modern C++ Tutorial: C++11/14/17/20 On the Fly | https://changkun.de/modern-cpp/
40,CPP,Paddle,19190,4784,C++,https://github.com/PaddlePaddle/Paddle,PaddlePaddle,2026,2022-11-22T03:00:01Z,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）
41,CPP,solidity,18861,4503,C++,https://github.com/ethereum/solidity,ethereum,1017,2022-11-21T22:55:51Z,"Solidity, the Smart Contract Programming Language"
42,CPP,faiss,18471,2742,C++,https://github.com/facebookresearch/faiss,facebookresearch,216,2022-11-22T02:30:05Z,A library for efficient similarity search and clustering of dense vectors.
43,CPP,winget-cli,18261,1068,C++,https://github.com/microsoft/winget-cli,microsoft,554,2022-11-21T21:09:45Z,Windows Package Manager CLI (aka winget)
44,CPP,expo,18141,3658,C++,https://github.com/expo/expo,expo,353,2022-11-22T02:47:51Z,"An open-source platform for making universal native apps with React. Expo runs on Android, iOS, and the web."
45,CPP,qBittorrent,17899,3018,C++,https://github.com/qbittorrent/qBittorrent,qbittorrent,2433,2022-11-21T19:54:37Z,qBittorrent BitTorrent client
46,CPP,notepad-plus-plus,17784,3885,C++,https://github.com/notepad-plus-plus/notepad-plus-plus,notepad-plus-plus,1795,2022-11-22T01:20:53Z,Notepad++ official repository
47,CPP,swoole-src,17637,3190,C++,https://github.com/swoole/swoole-src,swoole,83,2022-11-21T14:30:51Z,🚀 Coroutine-based concurrency library for PHP
48,CPP,CNTK,17254,4377,C++,https://github.com/microsoft/CNTK,microsoft,754,2022-09-30T05:08:36Z,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit"
49,CPP,cocos2d-x,16625,7052,C++,https://github.com/cocos2d/cocos2d-x,cocos2d,1397,2022-08-29T18:49:59Z,"Cocos2d-x is a suite of open-source, cross-platform, game-development tools used by millions of developers all over the world."
50,CPP,mars,16508,3498,C++,https://github.com/Tencent/mars,Tencent,364,2022-11-17T07:59:46Z,Mars is a cross-platform network component  developed by WeChat.
51,CPP,leetcode,16506,4794,C++,https://github.com/haoel/leetcode,haoel,22,2022-11-14T20:52:08Z,LeetCode Problems' Solutions 
52,CPP,CnC_Remastered_Collection,16346,4317,C++,https://github.com/electronicarts/CnC_Remastered_Collection,electronicarts,74,2022-06-23T00:07:36Z,
53,CPP,simdjson,16238,878,C++,https://github.com/simdjson/simdjson,simdjson,119,2022-11-03T17:33:51Z,Parsing gigabytes of JSON per second 
54,CPP,spdlog,16200,3450,C++,https://github.com/gabime/spdlog,gabime,30,2022-11-12T21:07:11Z,Fast C++ logging library.
55,CPP,dragonfly,16184,519,C++,https://github.com/dragonflydb/dragonfly,dragonflydb,50,2022-11-21T21:22:42Z,A modern replacement for Redis and Memcached
56,CPP,ncnn,15957,3665,C++,https://github.com/Tencent/ncnn,Tencent,851,2022-11-21T11:02:35Z,ncnn is a high-performance neural network inference framework optimized for the mobile platform
57,CPP,fmt,15667,1912,C++,https://github.com/fmtlib/fmt,fmtlib,16,2022-11-20T20:46:04Z,A modern formatting library
58,CPP,lottie-react-native,15479,1733,C++,https://github.com/lottie-react-native/lottie-react-native,lottie-react-native,19,2022-11-17T08:13:41Z,Lottie wrapper for React Native.
59,CPP,tinyrenderer,15251,1457,C++,https://github.com/ssloy/tinyrenderer,ssloy,33,2022-07-23T05:29:08Z,A brief computer graphics / rendering course
60,CPP,MMKV,15250,1696,C++,https://github.com/Tencent/MMKV,Tencent,6,2022-11-01T03:43:30Z,"An efficient, small mobile key-value storage framework developed by WeChat. Works on Android, iOS, macOS, Windows, and POSIX."
1,Clojure,FiraCode,67383,2922,Clojure,https://github.com/tonsky/FiraCode,tonsky,341,2022-11-10T02:23:13Z,Free monospaced font with programming ligatures
2,Clojure,metabase,30547,4149,Clojure,https://github.com/metabase/metabase,metabase,2229,2022-11-22T01:53:02Z,"The simplest, fastest way to get business intelligence and analytics to everyone in your company :yum:"
3,Clojure,penpot,19296,881,Clojure,https://github.com/penpot/penpot,penpot,237,2022-11-21T21:57:05Z,Penpot - The Open-Source design & prototyping platform
4,Clojure,logseq,18416,1110,Clojure,https://github.com/logseq/logseq,logseq,1880,2022-11-22T02:49:04Z,"A privacy-first, open-source platform for knowledge management and collaboration. Desktop app download link: https://github.com/logseq/logseq/releases, roadmap: https://trello.com/b/8txSM12G/roadmap"
5,Clojure,LightTable,11731,940,Clojure,https://github.com/LightTable/LightTable,LightTable,164,2022-06-17T00:20:21Z,The Light Table IDE ⛺
6,Clojure,clojurescript,8975,783,Clojure,https://github.com/clojure/clojurescript,clojure,0,2022-11-15T20:06:06Z,Clojure to JS compiler
7,Clojure,leiningen,7285,1647,Clojure,https://github.com/technomancy/leiningen,technomancy,104,2022-10-09T05:03:57Z,Moved to Codeberg; this is a convenience mirror
8,Clojure,om,6664,377,Clojure,https://github.com/omcljs/om,omcljs,67,2020-08-17T12:30:25Z,ClojureScript interface to Facebook's React
9,Clojure,athens,6309,385,Clojure,https://github.com/athensresearch/athens,athensresearch,301,2022-11-14T08:45:55Z,"ATHENS IS NO LONGER BEING ACTIVELY MAINTAINED. Athens is an open-source, collaborative knowledge graph."
10,Clojure,jepsen,5899,667,Clojure,https://github.com/jepsen-io/jepsen,jepsen-io,49,2022-11-11T04:58:59Z,"A framework for distributed systems verification, with fault injection"
11,Clojure,overtone,5553,450,Clojure,https://github.com/overtone/overtone,overtone,113,2022-11-12T01:52:45Z,Collaborative Programmable Music 
12,Clojure,re-frame,5202,726,Clojure,https://github.com/day8/re-frame,day8,25,2022-11-09T20:26:58Z,"A ClojureScript framework for building user interfaces, leveraging React"
13,Clojure,datascript,4957,289,Clojure,https://github.com/tonsky/datascript,tonsky,69,2022-10-17T21:50:11Z,"Immutable database and Datalog query engine for Clojure, ClojureScript and JS"
14,Clojure,reagent,4524,409,Clojure,https://github.com/reagent-project/reagent,reagent-project,49,2022-11-11T16:17:13Z,A minimalistic ClojureScript interface to React.js
15,Clojure,riemann,4144,528,Clojure,https://github.com/riemann/riemann,riemann,23,2022-10-29T19:23:51Z,"A network event stream processing system, in Clojure."
16,Clojure,compojure,3972,260,Clojure,https://github.com/weavejester/compojure,weavejester,6,2022-05-26T06:31:44Z,A concise routing library for Ring/Clojure
17,Clojure,icepick,3777,212,Clojure,https://github.com/frankiesardo/icepick,frankiesardo,22,2021-05-26T07:01:41Z,Android Instance State made easy
18,Clojure,clojure-koans,3606,2088,Clojure,https://github.com/functional-koans/clojure-koans,functional-koans,11,2022-11-08T23:37:54Z,A set of exercises for learning Clojure
19,Clojure,status-mobile,3554,931,Clojure,https://github.com/status-im/status-mobile,status-im,425,2022-11-22T00:49:37Z,"a free (libre) open source, mobile OS for Ethereum"
20,Clojure,ring,3521,507,Clojure,https://github.com/ring-clojure/ring,ring-clojure,39,2022-09-09T18:01:38Z,Clojure HTTP server abstraction
21,Clojure,mori,3380,155,Clojure,https://github.com/swannodette/mori,swannodette,48,2020-04-19T19:59:59Z,ClojureScript's persistent data structures and supporting API from the comfort of vanilla JavaScript
22,Clojure,babashka,3029,202,Clojure,https://github.com/babashka/babashka,babashka,44,2022-11-21T19:53:19Z,"Native, fast starting Clojure interpreter for scripting"
23,Clojure,modern-cljs,2914,302,Clojure,https://github.com/magomimmo/modern-cljs,magomimmo,32,2020-10-09T18:44:09Z,A series of tutorials on ClojureScript
24,Clojure,lein-figwheel,2881,217,Clojure,https://github.com/bhauman/lein-figwheel,bhauman,93,2021-11-02T13:59:35Z,Figwheel builds your ClojureScript code and hot loads it into the browser as you are coding!
25,Clojure,quil,2807,160,Clojure,https://github.com/quil/quil,quil,50,2022-06-17T21:28:41Z,Main repo. Quil source code.
26,Clojure,instaparse,2586,143,Clojure,https://github.com/Engelberg/instaparse,Engelberg,30,2022-07-26T09:42:43Z,
27,Clojure,pedestal,2557,297,Clojure,https://github.com/pedestal/pedestal,pedestal,44,2022-11-21T21:21:15Z,The Pedestal Server-side Libraries
28,Clojure,swarmpit,2520,256,Clojure,https://github.com/swarmpit/swarmpit,swarmpit,141,2022-10-29T01:36:38Z,Lightweight mobile-friendly Docker Swarm management UI
29,Clojure,clojure-cookbook,2492,432,Clojure,https://github.com/clojure-cookbook/clojure-cookbook,clojure-cookbook,36,2021-10-31T20:56:25Z,This is the home of O'Reilly's Clojure Cookbook - http://clojure-cookbook.com
30,Clojure,hiccup,2472,174,Clojure,https://github.com/weavejester/hiccup,weavejester,22,2022-06-30T12:34:41Z,Fast library for rendering HTML in Clojure
31,Clojure,awesome-clojure,2448,195,Clojure,https://github.com/razum2um/awesome-clojure,razum2um,2,2022-09-06T10:42:44Z,A curated list of awesome Clojure libraries and resources. Inspired by awesome-... stuff
32,Clojure,aleph,2439,239,Clojure,https://github.com/clj-commons/aleph,clj-commons,35,2022-11-15T15:07:17Z,Asynchronous communication for Clojure
33,Clojure,specter,2374,94,Clojure,https://github.com/redplanetlabs/specter,redplanetlabs,29,2022-10-28T18:50:37Z,Clojure(Script)'s missing piece
34,Clojure,schema,2311,257,Clojure,https://github.com/plumatic/schema,plumatic,21,2022-10-01T15:54:58Z,Clojure(Script) library for declarative data description and validation
35,Clojure,incanter,2211,299,Clojure,https://github.com/incanter/incanter,incanter,68,2022-06-16T18:46:40Z,"Clojure-based, R-like statistical computing and graphics environment for the JVM"
36,Clojure,xtdb,2048,149,Clojure,https://github.com/xtdb/xtdb,xtdb,184,2022-11-14T10:16:04Z,"General-purpose bitemporal database for SQL, Datalog & graph queries. Developed by @juxt"
37,Clojure,onyx,2041,212,Clojure,https://github.com/onyx-platform/onyx,onyx-platform,80,2019-08-31T10:58:07Z,"Distributed, masterless, high performance, fault tolerant data processing"
38,Clojure,code-maat,2038,203,Clojure,https://github.com/adamtornhill/code-maat,adamtornhill,13,2022-10-24T15:19:31Z,A command line tool to mine and analyze data from version-control systems
39,Clojure,component,2010,96,Clojure,https://github.com/stuartsierra/component,stuartsierra,2,2022-02-26T19:00:25Z,Managed lifecycle of stateful objects in Clojure
40,Clojure,shadow-cljs,1999,160,Clojure,https://github.com/thheller/shadow-cljs,thheller,62,2022-11-16T20:54:48Z,ClojureScript compilation made easy
41,Clojure,lumo,1900,93,Clojure,https://github.com/anmonteiro/lumo,anmonteiro,85,2022-05-16T17:17:30Z,"Fast, cross-platform, standalone ClojureScript environment"
42,Clojure,core.async,1884,215,Clojure,https://github.com/clojure/core.async,clojure,0,2022-11-09T14:35:11Z,Facilities for async programming and communication in Clojure
43,Clojure,transit-format,1807,40,Clojure,https://github.com/cognitect/transit-format,cognitect,10,2019-11-08T19:00:31Z,A data interchange format.
44,Clojure,boot,1743,180,Clojure,https://github.com/boot-clj/boot,boot-clj,100,2021-04-22T20:43:31Z,Build tooling for Clojure.
45,Clojure,lacinia,1726,150,Clojure,https://github.com/walmartlabs/lacinia,walmartlabs,8,2022-11-21T10:39:53Z,GraphQL implementation in pure Clojure
46,Clojure,kibit,1710,132,Clojure,https://github.com/jonase/kibit,jonase,56,2022-01-23T20:31:57Z,There's a function for that!
47,Clojure,clj-http,1682,406,Clojure,https://github.com/dakrone/clj-http,dakrone,39,2022-11-08T18:17:03Z,An idiomatic clojure http client wrapping the apache client. Officially supported version.
48,Clojure,sente,1668,190,Clojure,https://github.com/ptaoussanis/sente,ptaoussanis,37,2022-11-21T19:45:30Z,Realtime web comms for Clojure/Script
49,Clojure,Midje,1647,129,Clojure,https://github.com/marick/Midje,marick,45,2022-10-17T12:48:30Z,"Midje provides a migration path from clojure.test to a more flexible, readable, abstract, and gracious style of testing"
50,Clojure,Arcadia,1640,104,Clojure,https://github.com/arcadia-unity/Arcadia,arcadia-unity,50,2022-11-10T01:56:48Z,Clojure in Unity
51,Clojure,closh,1583,59,Clojure,https://github.com/dundalek/closh,dundalek,62,2022-09-25T14:17:33Z,Bash-like shell based on Clojure
52,Clojure,enlive,1579,152,Clojure,https://github.com/cgrand/enlive,cgrand,20,2022-01-17T12:51:48Z,a selector-based (à la CSS) templating and transformation system for Clojure
53,Clojure,honeysql,1535,155,Clojure,https://github.com/seancorfield/honeysql,seancorfield,7,2022-11-21T00:01:50Z,Turn Clojure data structures into SQL
54,Clojure,devcards,1499,106,Clojure,https://github.com/bhauman/devcards,bhauman,27,2020-05-27T13:53:57Z,Devcards aims to provide a visual REPL experience for ClojureScript
55,Clojure,lux,1492,52,Clojure,https://github.com/LuxLang/lux,LuxLang,3,2022-11-21T20:40:55Z,The Lux Programming Language
56,Clojure,clj-kondo,1481,246,Clojure,https://github.com/clj-kondo/clj-kondo,clj-kondo,141,2022-11-16T20:38:46Z,Static analyzer and linter for Clojure code that sparks joy
57,Clojure,Korma,1474,233,Clojure,https://github.com/korma/Korma,korma,73,2020-10-15T17:12:25Z,Tasty SQL for Clojure.
58,Clojure,drake,1473,111,Clojure,https://github.com/Factual/drake,Factual,78,2022-04-12T00:06:43Z,"Data workflow tool, like a ""Make for data"""
59,Clojure,datahike,1463,80,Clojure,https://github.com/replikativ/datahike,replikativ,64,2022-11-21T22:58:17Z,A durable Datalog implementation adaptable for distribution. 
60,Clojure,plumbing,1441,109,Clojure,https://github.com/plumatic/plumbing,plumatic,12,2022-11-08T18:49:21Z,Prismatic's Clojure(Script) utility belt
1,CoffeeScript,SwitchyOmega,18760,2961,CoffeeScript,https://github.com/FelisCatus/SwitchyOmega,FelisCatus,596,2022-11-16T09:05:19Z,Manage and switch between multiple proxies quickly & easily.
2,CoffeeScript,mojs,17769,939,CoffeeScript,https://github.com/mojs/mojs,mojs,35,2022-10-31T23:25:56Z,The motion graphics toolbelt for the web
3,CoffeeScript,coffeescript,16240,2029,CoffeeScript,https://github.com/jashkenas/coffeescript,jashkenas,60,2022-10-25T16:23:39Z,Unfancy JavaScript
4,CoffeeScript,zxcvbn,13463,898,CoffeeScript,https://github.com/dropbox/zxcvbn,dropbox,100,2022-09-21T13:22:30Z,Low-Budget Password Strength Estimation
5,CoffeeScript,codecombat,7674,4035,CoffeeScript,https://github.com/codecombat/codecombat,codecombat,405,2022-11-22T01:10:16Z,Game for learning how to code.
6,CoffeeScript,dynamics.js,7504,419,CoffeeScript,https://github.com/michaelvillar/dynamics.js,michaelvillar,8,2019-02-26T06:19:21Z,Javascript library to create physics-based animations
7,CoffeeScript,morris.js,6967,1261,CoffeeScript,https://github.com/morrisjs/morris.js,morrisjs,286,2021-10-07T12:56:12Z,Pretty time-series line graphs
8,CoffeeScript,At.js,5293,699,CoffeeScript,https://github.com/ichord/At.js,ichord,151,2021-11-18T12:53:24Z,Add Github like mentions autocomplete to your application.
9,CoffeeScript,aglio,4708,488,CoffeeScript,https://github.com/danielgtaylor/aglio,danielgtaylor,125,2019-05-13T14:40:13Z,An API Blueprint renderer with theme support that outputs static HTML
10,CoffeeScript,vibrant.js,4604,233,CoffeeScript,https://github.com/jariz/vibrant.js,jariz,0,2017-11-28T15:50:23Z,Extract prominent colors from an image. JS port of Android's Palette.
11,CoffeeScript,node-xml2js,4596,558,CoffeeScript,https://github.com/Leonidas-from-XIV/node-xml2js,Leonidas-from-XIV,190,2022-04-19T18:40:01Z,XML to JavaScript object converter.
12,CoffeeScript,bootstrap-tour,4430,950,CoffeeScript,https://github.com/sorich87/bootstrap-tour,sorich87,167,2022-08-05T15:24:01Z,Quick and easy product tours with Twitter Bootstrap Popovers
13,CoffeeScript,pivottable,3967,1032,CoffeeScript,https://github.com/nicolaskruchten/pivottable,nicolaskruchten,335,2022-10-09T14:27:27Z,"Open-source Javascript Pivot Table (aka Pivot Grid, Pivot Chart, Cross-Tab) implementation with drag'n'drop."
14,CoffeeScript,yakyak,3853,342,CoffeeScript,https://github.com/yakyak/yakyak,yakyak,86,2022-10-01T03:05:17Z,Desktop chat client for Google Hangouts
15,CoffeeScript,activate-power-mode,3572,422,CoffeeScript,https://github.com/JoelBesada/activate-power-mode,JoelBesada,51,2019-05-24T15:52:02Z,Atom package - Activate POWER MODE to write your code in style.
16,CoffeeScript,turbolinks-classic,3565,432,CoffeeScript,https://github.com/turbolinks/turbolinks-classic,turbolinks,40,2017-12-06T23:33:26Z,Classic version of Turbolinks. Now deprecated in favor of Turbolinks 5.
17,CoffeeScript,jquery.payment,3559,707,CoffeeScript,https://github.com/stripe-archive/jquery.payment,stripe-archive,0,2017-08-02T14:10:57Z,"[DEPRECATED] A general purpose library for building credit card forms, validating inputs and formatting numbers.          "
18,CoffeeScript,hubot-scripts,3545,1929,CoffeeScript,https://github.com/github/hubot-scripts,github,0,2017-07-10T16:06:49Z,"DEPRECATED, see https://github.com/github/hubot-scripts/issues/1113 for details - optional scripts for hubot, opt in via hubot-scripts.json"
19,CoffeeScript,taiga-front,3518,785,CoffeeScript,https://github.com/taigaio/taiga-front,taigaio,45,2021-05-18T11:36:28Z,Agile project management platform. Built on top of Django and AngularJS
20,CoffeeScript,wintersmith,3508,341,CoffeeScript,https://github.com/jnordberg/wintersmith,jnordberg,16,2021-07-15T14:10:26Z,A flexible static site generator
21,CoffeeScript,pow,3432,267,CoffeeScript,https://github.com/basecamp/pow,basecamp,107,2020-05-14T20:48:22Z,Zero-configuration Rack server for Mac OS X
22,CoffeeScript,dispatch-proxy,3428,242,CoffeeScript,https://github.com/alexkirsz/dispatch-proxy,alexkirsz,30,2022-05-01T20:03:10Z,"Combine internet connections, increase your download speed"
23,CoffeeScript,node-csv,3388,241,CoffeeScript,https://github.com/adaltas/node-csv,adaltas,39,2022-11-08T20:31:39Z,Full featured CSV parser with simple api and tested against large datasets.
24,CoffeeScript,pagedraw,3271,441,CoffeeScript,https://github.com/Pagedraw/pagedraw,Pagedraw,12,2022-11-16T22:18:05Z,a UI builder for React web apps
25,CoffeeScript,Keypress,3191,318,CoffeeScript,https://github.com/dmauro/Keypress,dmauro,32,2020-09-06T00:02:02Z,A keyboard input capturing utility in which any key can be a modifier key.
26,CoffeeScript,docpad,3051,255,CoffeeScript,https://github.com/docpad/docpad,docpad,24,2022-11-13T13:01:43Z,"Empower your website frontends with layouts, meta-data, pre-processors (markdown, jade, coffeescript, etc.), partials, skeletons, file watching, querying, and an amazing plugin system. DocPad will streamline your web development process allowing you to craft powerful static sites quicker than ever before."
27,CoffeeScript,sticky-kit,2940,537,CoffeeScript,https://github.com/leafo/sticky-kit,leafo,140,2021-02-23T03:23:59Z,A jQuery plugin for creating smart sticky elements
28,CoffeeScript,chaplin,2873,241,CoffeeScript,https://github.com/chaplinjs/chaplin,chaplinjs,44,2022-03-27T22:51:19Z,HTML5 application architecture using Backbone.js
29,CoffeeScript,engine,2873,120,CoffeeScript,https://github.com/gss/engine,gss,113,2019-12-17T00:22:16Z,GSS engine
30,CoffeeScript,butterfly,2860,325,CoffeeScript,https://github.com/paradoxxxzero/butterfly,paradoxxxzero,79,2020-05-25T04:55:13Z,A web terminal based on websocket and tornado
31,CoffeeScript,talk-os,2741,826,CoffeeScript,https://github.com/jianliaoim/talk-os,jianliaoim,9,2017-09-05T02:27:58Z,Open source version of jianliao.com
32,CoffeeScript,angular-google-maps,2542,1093,CoffeeScript,https://github.com/angular-ui/angular-google-maps,angular-ui,337,2018-11-14T19:00:52Z,AngularJS directives for the Google Maps Javascript API
33,CoffeeScript,psd.js,2480,368,CoffeeScript,https://github.com/meltingice/psd.js,meltingice,150,2022-11-15T12:47:15Z,A Photoshop PSD file parser for NodeJS and browsers
34,CoffeeScript,cloudtunes,2467,247,CoffeeScript,https://github.com/jakubroztocil/cloudtunes,jakubroztocil,19,2020-07-14T07:59:32Z,"Web-based music player for the cloud :cloud: :notes: Play music from YouTube, Dropbox, etc."
35,CoffeeScript,hallo,2449,326,CoffeeScript,https://github.com/bergie/hallo,bergie,93,2020-09-03T15:39:25Z,Simple rich text editor (contentEditable) for jQuery UI
36,CoffeeScript,oriDomi,2387,211,CoffeeScript,https://github.com/dmotz/oriDomi,dmotz,9,2018-07-14T18:10:28Z,📃 Fold up DOM elements like paper
37,CoffeeScript,hubot-slack,2282,667,CoffeeScript,https://github.com/slackapi/hubot-slack,slackapi,18,2022-10-25T01:12:35Z,Slack Developer Kit for Hubot
38,CoffeeScript,QuoJS,2085,244,CoffeeScript,https://github.com/soyjavi/QuoJS,soyjavi,23,2018-09-03T00:16:56Z,Micro #JavaScript Library for Mobile Devices
39,CoffeeScript,js2coffee,2081,210,CoffeeScript,https://github.com/js2coffee/js2coffee,js2coffee,85,2022-01-18T08:55:21Z,Compile JavaScript to CoffeeScript
40,CoffeeScript,shadowsocks-gui,2003,1212,CoffeeScript,https://github.com/shadowsocks/shadowsocks-gui,shadowsocks,0,2018-09-24T04:39:12Z,Shadowsocks GUI client
41,CoffeeScript,node-cache,1879,130,CoffeeScript,https://github.com/node-cache/node-cache,node-cache,40,2022-10-17T19:02:17Z,a node internal (in-memory) caching module
42,CoffeeScript,CoffeeScriptRedux,1848,118,CoffeeScript,https://github.com/michaelficarra/CoffeeScriptRedux,michaelficarra,93,2022-07-19T20:35:10Z,:sweat: rewrite of the CoffeeScript compiler with proper compiler design principles and a focus on robustness and extensibility
43,CoffeeScript,ng-token-auth,1815,249,CoffeeScript,https://github.com/lynndylanhurley/ng-token-auth,lynndylanhurley,97,2022-10-29T03:53:31Z,Token based authentication module for angular.js.
44,CoffeeScript,BuckyClient,1748,99,CoffeeScript,https://github.com/HubSpot/BuckyClient,HubSpot,12,2016-08-05T20:07:08Z,Collect performance data from the client
45,CoffeeScript,slidesjs,1732,369,CoffeeScript,https://github.com/nathansearles/slidesjs,nathansearles,303,2020-12-07T00:07:08Z,SlidesJS is obsolete and no longer maintained.
46,CoffeeScript,dnschain,1729,178,CoffeeScript,https://github.com/okTurtles/dnschain,okTurtles,44,2017-04-22T03:52:26Z,"A blockchain-based DNS + HTTP server that fixes HTTPS security, and more!"
47,CoffeeScript,local_time,1728,117,CoffeeScript,https://github.com/basecamp/local_time,basecamp,21,2022-10-19T05:38:39Z,"Rails engine for cache-friendly, client-side local time"
48,CoffeeScript,eco,1728,73,CoffeeScript,https://github.com/sstephenson/eco,sstephenson,25,2019-07-02T05:26:52Z,Embedded CoffeeScript templates
49,CoffeeScript,vim-mode,1723,264,CoffeeScript,https://github.com/atom/vim-mode,atom,0,2017-06-15T20:06:24Z,Next generation vim support for atom
50,CoffeeScript,camo,1714,376,CoffeeScript,https://github.com/atmos/camo,atmos,17,2021-04-04T19:59:16Z,:lock: an http proxy to route images through SSL
51,CoffeeScript,jquery.shapeshift,1678,315,CoffeeScript,https://github.com/AshesOfOwls/jquery.shapeshift,AshesOfOwls,79,2016-12-25T11:01:38Z,A dynamic grid system with drag and drop functionality.
52,CoffeeScript,please-wait,1599,158,CoffeeScript,https://github.com/Pathgather/please-wait,Pathgather,6,2021-11-17T22:31:24Z,A simple library to show your users a beautiful splash page while your application loads.
