rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
52,top-100-stars,material-ui,82729,28528,JavaScript,https://github.com/mui/material-ui,mui,1104,2022-11-22T02:58:46Z,"MUI Core: Ready-to-use foundational React components, free forever. It includes Material UI, which implements Google's Material Design."
53,top-100-stars,tech-interview-handbook,82520,10923,TypeScript,https://github.com/yangshun/tech-interview-handbook,yangshun,16,2022-11-21T13:04:52Z,💯 Curated coding interview preparation materials for busy software engineers
54,top-100-stars,PowerToys,82328,4698,C#,https://github.com/microsoft/PowerToys,microsoft,3896,2022-11-22T02:36:30Z,Windows system utilities to maximize productivity
55,top-100-stars,project-based-learning,81981,11758,,https://github.com/practical-tutorials/project-based-learning,practical-tutorials,16,2022-11-20T19:17:38Z,Curated list of project-based tutorials
56,top-100-stars,puppeteer,80915,8724,TypeScript,https://github.com/puppeteer/puppeteer,puppeteer,258,2022-11-19T03:43:45Z,Headless Chrome Node.js API
57,top-100-stars,vue-element-admin,79568,28934,Vue,https://github.com/PanJiaChen/vue-element-admin,PanJiaChen,1158,2022-11-14T08:03:51Z,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin
58,top-100-stars,java-design-patterns,78138,24248,Java,https://github.com/iluwatar/java-design-patterns,iluwatar,200,2022-11-21T20:02:32Z,Design patterns implemented in Java
59,top-100-stars,animate.css,76336,16312,CSS,https://github.com/animate-css/animate.css,animate-css,20,2022-11-21T19:01:58Z,🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.
60,top-100-stars,clean-code-javascript,75545,10203,JavaScript,https://github.com/ryanmcdermott/clean-code-javascript,ryanmcdermott,49,2022-11-16T17:45:21Z,:bathtub: Clean Code concepts adapted for JavaScript
1,top-100-forks,datasharing,6208,241940,,https://github.com/jtleek/datasharing,jtleek,296,2022-11-06T11:09:19Z,The Leek group guide to data sharing 
2,top-100-forks,ProgrammingAssignment2,765,141591,R,https://github.com/rdpeng/ProgrammingAssignment2,rdpeng,188,2022-11-21T21:18:11Z,Repository for Programming Assignment 2 for R Programming on Coursera
3,top-100-forks,Spoon-Knife,11395,131081,HTML,https://github.com/octocat/Spoon-Knife,octocat,1576,2022-11-22T02:30:42Z,This repo is for demonstration purposes only.
4,top-100-forks,SmartThingsPublic,2428,91349,Groovy,https://github.com/SmartThingsCommunity/SmartThingsPublic,SmartThingsCommunity,59,2022-11-08T11:11:43Z,SmartThings open-source DeviceType Handlers and SmartApps code
5,top-100-forks,tensorflow,169227,87487,C++,https://github.com/tensorflow/tensorflow,tensorflow,2090,2022-11-22T02:05:09Z,An Open Source Machine Learning Framework for Everyone
6,top-100-forks,gitignore,140987,79996,,https://github.com/github/gitignore,github,0,2022-11-20T21:03:43Z,A collection of useful .gitignore templates
7,top-100-forks,bootstrap,160488,77557,JavaScript,https://github.com/twbs/bootstrap,twbs,257,2022-11-21T23:28:40Z,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web."
8,top-100-forks,Complete-Python-3-Bootcamp,22226,75153,Jupyter Notebook,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp,Pierian-Data,92,2022-11-21T17:23:57Z,Course Files for Complete Python 3 Bootcamp Course on Udemy
9,top-100-forks,cgm-remote-monitor,1964,67392,JavaScript,https://github.com/nightscout/cgm-remote-monitor,nightscout,136,2022-11-21T14:57:45Z,nightscout web monitor
10,top-100-forks,coding-interview-university,239493,64001,,https://github.com/jwasham/coding-interview-university,jwasham,38,2022-11-21T15:25:39Z,A complete computer science study plan to become a software engineer.
11,top-100-forks,docs,12165,57652,JavaScript,https://github.com/github/docs,github,84,2022-11-22T01:33:34Z,The open-source repo for docs.github.com
12,top-100-forks,ExData_Plotting1,223,56471,,https://github.com/rdpeng/ExData_Plotting1,rdpeng,76,2022-11-02T16:40:14Z,Plotting Assignment 1 for Exploratory Data Analysis
13,top-100-forks,first-contributions,30101,54192,,https://github.com/firstcontributions/first-contributions,firstcontributions,13,2022-11-22T02:27:02Z,🚀✨ Help beginners to contribute to open source projects
14,top-100-forks,opencv,64956,53070,C++,https://github.com/opencv/opencv,opencv,2257,2022-11-22T00:32:19Z,Open Source Computer Vision Library
15,top-100-forks,free-programming-books,256338,52583,,https://github.com/EbookFoundation/free-programming-books,EbookFoundation,37,2022-11-21T15:17:32Z,:books: Freely available programming books
16,top-100-forks,tutorials,32574,51435,Java,https://github.com/eugenp/tutorials,eugenp,26,2022-11-22T00:06:33Z,"Just Announced - ""Learn Spring Security OAuth"": "
17,top-100-forks,CS-Notes,159010,49433,,https://github.com/CyC2018/CS-Notes,CyC2018,115,2022-11-16T01:48:28Z,:books: 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计
18,top-100-forks,Python-100-Days,127814,47495,Python,https://github.com/jackfrued/Python-100-Days,jackfrued,492,2022-11-20T06:22:52Z,Python - 100天从新手到大师
19,top-100-forks,models,74738,46090,Python,https://github.com/tensorflow/models,tensorflow,1085,2022-11-22T02:26:49Z,Models and examples built with TensorFlow
20,top-100-forks,linux,141622,45530,C,https://github.com/torvalds/linux,torvalds,0,2022-11-21T00:07:41Z,Linux kernel source tree
21,top-100-forks,JavaGuide,128841,42902,Java,https://github.com/Snailclimb/JavaGuide,Snailclimb,62,2022-11-22T02:42:47Z,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！
22,top-100-forks,react,198007,41097,JavaScript,https://github.com/facebook/react,facebook,859,2022-11-22T00:39:43Z,"A declarative, efficient, and flexible JavaScript library for building user interfaces."
23,top-100-forks,Python,149018,38303,Python,https://github.com/TheAlgorithms/Python,TheAlgorithms,6,2022-11-21T13:17:44Z,All Algorithms implemented in Python
24,top-100-forks,spring-boot,64170,37538,Java,https://github.com/spring-projects/spring-boot,spring-projects,524,2022-11-21T20:17:31Z,Spring Boot
25,top-100-forks,patchwork,1057,37203,Rich Text Format,https://github.com/jlord/patchwork,jlord,22,2022-11-21T20:37:31Z,All the Git-it Workshop completers! 
26,top-100-forks,DO180-apps,229,37225,JavaScript,https://github.com/RedHatTraining/DO180-apps,RedHatTraining,0,2022-11-19T18:44:54Z,DO180 Repository for Sample Applications
27,top-100-forks,RepData_PeerAssessment1,95,36958,,https://github.com/rdpeng/RepData_PeerAssessment1,rdpeng,6,2022-08-25T17:01:55Z,Peer Assessment 1 for Reproducible Research
28,top-100-forks,ant-design,82890,36838,TypeScript,https://github.com/ant-design/ant-design,ant-design,859,2022-11-22T02:09:58Z,An enterprise-class UI design language and React UI library
29,top-100-forks,system-design-primer,203723,36657,Python,https://github.com/donnemartin/system-design-primer,donnemartin,166,2022-11-20T11:29:30Z,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashcards.
30,top-100-forks,spring-framework,49859,35066,Java,https://github.com/spring-projects/spring-framework,spring-projects,1233,2022-11-21T23:06:33Z,Spring Framework
31,top-100-forks,jekyll-now,7886,34504,CSS,https://github.com/barryclark/jekyll-now,barryclark,143,2022-11-19T16:45:48Z,"Build a Jekyll blog in minutes, without touching the command line."
32,top-100-forks,kubernetes,93906,34432,Go,https://github.com/kubernetes/kubernetes,kubernetes,1612,2022-11-22T02:53:17Z,Production-Grade Container Scheduling and Management
33,top-100-forks,three.js,87011,33369,JavaScript,https://github.com/mrdoob/three.js,mrdoob,362,2022-11-21T23:37:33Z,JavaScript 3D Library.
34,top-100-forks,bitcoin,67026,33274,C++,https://github.com/bitcoin/bitcoin,bitcoin,435,2022-11-21T23:14:53Z,Bitcoin Core integration/staging tree
35,top-100-forks,vue,200817,33081,TypeScript,https://github.com/vuejs/vue,vuejs,341,2022-11-19T04:00:59Z,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web."
36,top-100-forks,developer-roadmap,218918,31632,TypeScript,https://github.com/kamranahmedse/developer-roadmap,kamranahmedse,153,2022-11-22T02:11:55Z,"Interactive roadmaps, guides and other educational content to help developers grow in their careers."
37,top-100-forks,You-Dont-Know-JS,161494,31575,,https://github.com/getify/You-Dont-Know-JS,getify,81,2022-10-25T19:54:03Z,A book series on JavaScript. @YDKJS on twitter.
38,top-100-forks,courses,3926,31565,HTML,https://github.com/DataScienceSpecialization/courses,DataScienceSpecialization,26,2021-03-30T06:51:57Z,Course materials for the Data Science Specialization: https://www.coursera.org/specialization/jhudatascience/1
39,top-100-forks,css-exercises,762,31202,HTML,https://github.com/TheOdinProject/css-exercises,TheOdinProject,8,2022-11-19T14:51:37Z,
40,top-100-forks,freeCodeCamp,357443,30478,TypeScript,https://github.com/freeCodeCamp/freeCodeCamp,freeCodeCamp,143,2022-11-22T02:53:07Z,freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.
41,top-100-forks,it-cert-automation-practice,587,30104,Python,https://github.com/google/it-cert-automation-practice,google,56,2022-11-21T23:40:57Z,Google IT Automation with Python Professional Certificate - Practice files
42,top-100-forks,qmk_firmware,13770,29280,C,https://github.com/qmk/qmk_firmware,qmk,269,2022-11-22T02:58:05Z,Open-source keyboard firmware for Atmel AVR and Arm USB families
43,top-100-forks,vue-element-admin,79568,28934,Vue,https://github.com/PanJiaChen/vue-element-admin,PanJiaChen,1158,2022-11-14T08:03:51Z,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin
44,top-100-forks,JavaScript30,21825,28706,HTML,https://github.com/wesbos/JavaScript30,wesbos,0,2022-11-22T00:08:42Z,30 Day Vanilla JS Challenge
45,top-100-forks,material-ui,82729,28528,JavaScript,https://github.com/mui/material-ui,mui,1104,2022-11-22T02:58:46Z,"MUI Core: Ready-to-use foundational React components, free forever. It includes Material UI, which implements Google's Material Design."
46,top-100-forks,DefinitelyTyped,41667,28301,TypeScript,https://github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,644,2022-11-22T02:41:07Z,The repository for high quality TypeScript type definitions.
47,top-100-forks,django,67377,28234,Python,https://github.com/django/django,django,0,2022-11-21T19:35:35Z,The Web framework for perfectionists with deadlines.
48,top-100-forks,angular.js,59345,28209,JavaScript,https://github.com/angular/angular.js,angular,391,2022-04-12T15:57:22Z,AngularJS - HTML enhanced for web apps!
49,top-100-forks,free-programming-books-zh_CN,97145,26768,,https://github.com/justjavac/free-programming-books-zh_CN,justjavac,0,2022-10-26T04:02:03Z,:books: 免费的计算机编程类中文书籍，欢迎投稿
50,top-100-forks,spark,34407,26333,Scala,https://github.com/apache/spark,apache,0,2022-11-22T02:40:30Z,Apache Spark - A unified analytics engine for large-scale data processing
51,top-100-forks,Curso.Prep.Henry,963,26147,JavaScript,https://github.com/atralice/Curso.Prep.Henry,atralice,0,2022-11-18T12:28:44Z,Curso de Preparación para Ingresar a Henry.
52,top-100-forks,mall,62292,25929,Java,https://github.com/macrozheng/mall,macrozheng,28,2022-11-21T08:13:26Z,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于SpringBoot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。
53,top-100-forks,javascript-algorithms,155281,25887,JavaScript,https://github.com/trekhleb/javascript-algorithms,trekhleb,107,2022-11-15T13:21:14Z,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings
54,top-100-forks,create-react-app,98002,25583,JavaScript,https://github.com/facebook/create-react-app,facebook,1464,2022-11-21T20:38:06Z,Set up a modern web app by running one command.
55,top-100-forks,dubbo,38113,25431,Java,https://github.com/apache/dubbo,apache,503,2022-11-22T02:51:39Z,"Apache Dubbo is a high-performance, java based, open source RPC framework."
56,top-100-forks,AspNetCore.Docs,11117,24994,C#,https://github.com/dotnet/AspNetCore.Docs,dotnet,471,2022-11-22T00:36:09Z,Documentation for ASP.NET Core
57,top-100-forks,cpython,49008,24969,Python,https://github.com/python/cpython,python,6679,2022-11-22T02:34:04Z,The Python programming language
58,top-100-forks,public-apis,216748,24801,Python,https://github.com/public-apis/public-apis,public-apis,8,2022-11-22T02:04:25Z,A collective list of free APIs
59,top-100-forks,node,91649,24787,JavaScript,https://github.com/nodejs/node,nodejs,1315,2022-11-22T01:35:38Z,Node.js JavaScript runtime :sparkles::turtle::rocket::sparkles:
60,top-100-forks,ohmyzsh,152467,24747,Shell,https://github.com/ohmyzsh/ohmyzsh,ohmyzsh,240,2022-11-21T10:24:10Z,"🙃   A delightful community-driven (with 2,000+ contributors) framework for managing your zsh configuration. Includes 300+ optional plugins (rails, git, macOS, hub, docker, homebrew, node, php, python, etc), 140+ themes to spice up your morning, and an auto-update tool so that makes it easy to keep up with the latest updates from the community."
1,ActionScript,open-source-flash,7380,138,ActionScript,https://github.com/open-source-flash/open-source-flash,open-source-flash,26,2021-02-24T08:44:01Z,Petition to open source Flash and Shockwave spec
2,ActionScript,VVVVVV,6510,512,ActionScript,https://github.com/TerryCavanagh/VVVVVV,TerryCavanagh,20,2022-11-21T19:04:04Z,The source code to VVVVVV! http://thelettervsixtim.es/
3,ActionScript,Starling-Framework,2572,835,ActionScript,https://github.com/Gamua/Starling-Framework,Gamua,69,2022-11-21T07:14:53Z,The Cross Platform Game Engine
4,ActionScript,webcamjs,2442,1117,ActionScript,https://github.com/jhuckaby/webcamjs,jhuckaby,150,2020-04-22T07:50:12Z,HTML5 Webcam Image Capture Library with Flash Fallback
5,ActionScript,as3corelib,1487,464,ActionScript,https://github.com/mikechambers/as3corelib,mikechambers,104,2015-08-31T21:13:33Z," An ActionScript 3 Library that contains a number of classes and utilities for working with ActionScript? 3. These include classes for MD5 and SHA 1 hashing, Image encoders, and JSON serialization as well as general String, Number and Date APIs."
6,ActionScript,scratch-flash,1324,526,ActionScript,https://github.com/LLK/scratch-flash,LLK,0,2019-02-05T18:30:34Z,Open source version of the Scratch 2.0 project editor.  This is the basis for the online and offline versions of Scratch found on the website.
7,ActionScript,mapgen2,1257,210,ActionScript,https://github.com/amitp/mapgen2,amitp,1,2017-08-24T04:32:19Z,"Map generator for games. Generates island maps with a focus on mountains, rivers, coastlines."
8,ActionScript,flixel,1114,198,ActionScript,https://github.com/AdamAtomic/flixel,AdamAtomic,67,2015-11-05T01:35:36Z,"flixel is a free Actionscript (Flash) library that I distilled from a variety of Flash games that I've worked on over the last couple years, including Gravity Hook, Fathom and Canabalt.  It's primary function is to provide some useful base classes that you can extend to make your own game objects."
9,ActionScript,as3-signals,1052,211,ActionScript,https://github.com/robertpenner/as3-signals,robertpenner,4,2018-10-11T10:29:32Z,"Signals is a new approach for AS3 events, inspired by C# events and signals/slots in Qt. "
10,ActionScript,robotlegs-framework,968,267,ActionScript,https://github.com/robotlegs/robotlegs-framework,robotlegs,13,2020-06-16T09:09:56Z,An ActionScript 3 application framework for Flash and Flex
11,ActionScript,feathersui-starling,920,390,ActionScript,https://github.com/feathersui/feathersui-starling,feathersui,169,2022-11-03T17:26:12Z,User interface components for Starling Framework and Adobe AIR
12,ActionScript,bfxr,876,86,ActionScript,https://github.com/increpare/bfxr,increpare,9,2021-06-17T15:56:58Z,Flash + AIR sound effects generator.   Based on Sfxr.
13,ActionScript,flashls,757,271,ActionScript,https://github.com/mangui/flashls,mangui,167,2018-11-19T15:02:08Z,"HLS Flash Plugin/Player (Chromeless,OSMF,FlowPlayer,mediaelement.js,video.js,Clappr)"
14,ActionScript,malware-samples,717,179,ActionScript,https://github.com/InQuest/malware-samples,InQuest,0,2022-10-18T00:21:43Z,"A collection of malware samples and relevant dissection information, most probably referenced from http://blog.inquest.net"
15,ActionScript,away3d-core-fp11,637,282,ActionScript,https://github.com/away3d/away3d-core-fp11,away3d,101,2017-05-11T02:34:54Z,Away3D engine for Flash Player 11
16,ActionScript,minimalcomps,621,177,ActionScript,https://github.com/minimalcomps/minimalcomps,minimalcomps,12,2021-06-05T02:06:39Z,Minimal ActionScript 3.0 UI Components for Flash
17,ActionScript,juicy-breakout,610,123,ActionScript,https://github.com/grapefrukt/juicy-breakout,grapefrukt,0,2017-03-24T07:51:44Z,
18,ActionScript,Citrus-Engine,551,240,ActionScript,https://github.com/DaVikingCode/Citrus-Engine,DaVikingCode,64,2022-10-30T18:52:29Z,Modern AS3 Game Engine
19,ActionScript,Fanvas,537,196,ActionScript,https://github.com/Tencent/Fanvas,Tencent,0,2019-10-24T03:48:59Z,Fanvas，一键把swf转为html5 canvas动画。 Fanvas is a tool which can turn flash into canvas animation with just one key!
20,ActionScript,emulator,533,243,ActionScript,https://github.com/nesbox/emulator,nesbox,90,2015-08-02T12:15:51Z,"Emulator of NES, Super Nintendo, Sega Mega Drive, GameBoy video consoles"
21,ActionScript,as3swf,522,128,ActionScript,https://github.com/claus/as3swf,claus,13,2018-02-21T01:19:53Z,"Low level Actionscript 3 library to parse, create, modify and publish SWF files."
22,ActionScript,jQuery-webcam,518,281,ActionScript,https://github.com/infusion/jQuery-webcam,infusion,34,2017-10-26T18:02:48Z,A webcam wrapper plugin for jQuery
23,ActionScript,boscaceoil,480,62,ActionScript,https://github.com/TerryCavanagh/boscaceoil,TerryCavanagh,44,2021-08-29T14:38:11Z,A simple music making program
24,ActionScript,Ash,439,93,ActionScript,https://github.com/richardlord/Ash,richardlord,5,2017-04-16T17:52:51Z,An Actionscript 3 entity system framework for game development
25,ActionScript,GreenSock-AS3,407,145,ActionScript,https://github.com/greensock/GreenSock-AS3,greensock,3,2019-05-29T16:49:47Z,"Public repository for GreenSock's ActionScript 3 libraries like GSAP (TweenLite, TweenMax, etc.) and LoaderMax. For AS2, see the GreenSock-AS2 repository and for JavaScript, see the GreenSock-JS repository. Main site: http://www.greensock.com"
26,ActionScript,VirtualCockroach,402,37,ActionScript,https://github.com/FerryYoungFan/VirtualCockroach,FerryYoungFan,21,2019-09-24T09:47:41Z,"一只蟑螂桌面“宠物” Cockroach Desktop ""Pet"""
27,ActionScript,flump,384,69,ActionScript,https://github.com/tconkling/flump,tconkling,34,2020-01-27T18:53:00Z,Exports Flash .FLAs to GPU-friendly formats
28,ActionScript,FlashPunk,380,137,ActionScript,https://github.com/useflashpunk/FlashPunk,useflashpunk,61,2016-03-31T05:56:47Z,"A free ActionScript 3 library designed for developing 2D Flash games. It provides you with a fast, clean framework to prototype and develop your games in. This means that most of the dirty work (timestep, animation, input, and collision to name a few) is already coded for you and ready to go, giving you more time and energy to concentrate on the design and testing of your game. "
